tag,actionable
cheese,1
too much information meant i couldn't sleep,0
Overstimulated,0
trying to organise things,0
injection site reaction,0
8.5 hours in bed but not sleeping,0
frisky,0
overdid it,0
Physiotherapy appointment,0
talked to Aimee for an hour,0
better,0
toast and vegg,1
on my feet a lot,0
weakness,0
workout,0
Hopeful about GI,0
wicked back pain,0
moved ferrets,0
therapy,0
No class,0
New doctor,0
heavy period,0
weird mood,0
sleepless,0
Derp,0
period day 3,0
conflict,0
research paper,0
Got bad news,0
nasal congestion,0
Evening shift,0
clean clothes,0
pretty rubbishy day,0
visit from Josh,0
went out for lunch,0
medication change,0
exhausted all day,0
can't cope,0
palpitations,0
content,0
surprise,0
also very hot day,0
city,0
but a bit better towards the end of it,0
99 fever,0
hard to walk,0
Bad mood,0
Skipped gym,1
sex dream,0
but it only lasted a minute or so,0
loud,0
Lightheaded when brushing hair,0
Took an exam,0
little sleep,0
bad eds day,0
Evening crash,0
lettuce,1
fun at work,0
Nay came over,0
funny throat,0
migraine notes,0
spinach,1
hazmatt,0
did wayyyy too much,0
stressed 2,0
sore legs,0
Frustrated with fatigue,0
Played computer games ,0
mucousy stool,0
gym,1
foccacia,0
Feel worthless,0
Head office,0
anxiety,0
Drank tea,1
Exhausted,0
Unable to process anything,0
Tic flare,0
one beer,0
NBIP,0
painting class,0
netflix and embroider,0
tight throat,0
smell perversion,0
Want to self harm,0
nighttime pain,0
stess,0
New face products,0
didnt sleep much,0
treated myself ,0
muscles ache,0
slept >12 hrs,1
letter about results and scan,0
had a shower! finally!,0
Post-surgical,0
had nuts,0
good energy,0
eye fatigue,0
mailing,0
annoyed,0
Wrong about something,0
jimmy john's,0
visitor,0
Day3,0
better sleep,0
fresh strawberries,1
Delusions,0
Counted calories,0
emotional dip yesterday,0
sugar,1
low fodmap,0
Sarehole Mill,0
lower back pain,0
dyed hair again,0
Craving salt,0
High spoons,0
chest pain,0
project work day,0
High anxiety at night,0
bar,0
bad,0
diminishing energy,0
woke naturally,0
Bad nights sleep,0
Visited the Park,0
Incredibly stressed,0
woken by alarm,0
burnout warning,0
wake up 1pm,0
Daveless,0
got groceries,1
meds as normal app wont remember them,0
had heavily spice food,0
i think i'm dying,0
also cut my nails,0
screaming child where they do not belong is a HUGE trigger for my anxiety,0
Feel great!,0
Extremely tired,0
stabbing low belly pain,0
embroidery,0
lethargic,0
lazy,0
Porree is bad,0
vacuuming,1
weary,0
didn't have much pms tho,0
Unable sit still,0
pain sex,0
not eating well,0
2 hour ride home,0
light lunch,0
uni,0
took it a fair bit easier today,0
Neuropsych,0
physical therapy,1
Needed help to make dinner,0
Woke up too early,0
Self-harmed,0
walked the dog,0
totally overwhelmed,0
washed dishes,0
referendum,0
Physio,1
Horse riding,0
jewelry crafting,0
sunshine,0
Jury duty,0
Rather bad sleep,1
Misery,0
veggie pizza,1
Filled out forms for psych ,0
chilled with friends,0
black dogs,0
work from home,0
study,0
chilling,0
cane,0
sushi,1
doing ok,0
joint pain,0
just a bad day - hurt all over - didn't do anything,0
Nap,1
Sore belly,0
need allotment,0
Watched a movie,0
couch potato,0
comedy club,0
Latte,0
fingers very painful,0
awake at 11:30am,0
got out of bed,0
kayaked yesterday,1
99.5 fever,0
random anxiety,0
taste perversion,0
Determined,0
day off work / holiday,0
Frustrated with back log of paperwork,0
new knitting,0
butter,1
claire debacle 2.0,0
PM ankle swelling ,0
prodrome,0
Bouncy,0
Psych,0
advil,1
smoked,1
Started zantac,0
Social hangover,0
migraine aura: excessive yawning,0
Decorated my room,0
Hip killing,0
zoo,1
lunch with sally,0
semi-productive day,0
ice cream bar,1
Meat,1
peed the bed early this morning,0
emotional day,0
right knee weakness,0
retrograde planets,0
public outburst,0
Took walk,0
Art,1
somewhat stressed,0
Rebirthing,0
Datefriend still not talking properly to me,0
Insomnia/paranoia,0
Worried about stupid stuff,0
overslept,0
house group,0
worked alone,0
unstable weather,0
Ate fish & chips,1
foot spasms,0
play reading,0
Beer,1
dining room,0
Woke up past noon,0
Getting a cold,0
Akupunktur,0
Awful pain at end of day,0
PTO,0
KAITLYN had to come home from work because I thought  I was having a heart attack,0
Walked quite a fair bit,0
low stress,0
Everything feels like a dream,0
Drinking,0
faitgue,0
Good Day,0
half crash,0
PT ,0
confrontation,0
caesar salad,1
ribs,1
Irritated,0
Nervy,0
hate daylight savings,0
bungalow stress with parents,0
Dallas,0
down,0
Kathy tried to help me work thru it since I no longer take xnanx,0
temeraire,0
Frustrated,0
travel day before,0
flying,0
intense TMJ pain,0
made dinner!!!,0
not bad!,0
got clean,0
bit hard to tell though,0
fireworks,0
bouncing back,0
Did laundry,1
Left side migraine,0
Low sensory spoons,0
come back,0
local anaesthetic,0
POTS,0
hope the payback isn't as bad as it probably will be,0
life stress,0
Ate junk food,1
cramps in the morning,0
Anxiety about cleaning house,0
Slightly constipated,0
had to lie down more,0
No meds most of day,0
skipped hydrotherapy,0
Good day,0
chinese takeout,1
Starch,1
hot flushes,0
Under pressure,0
Waited too long before taking meds,0
fell,0
sinus infection diagnosis,0
Ambien night before,0
weekend,0
psychiatrist visit,0
keeping positive,0
emailed photos,0
pinching,0
8k steps,1
Tried for first time- halfhearted.,0
Very emotional,0
a bit worse,0
Will describe later,0
Felt better when moving,0
physical exertion,0
milk,1
brought lunch,0
bouncy,0
baddish day ,0
Drank coffee,1
late vitamins,0
low physical activity,0
skipped lunch,1
tramites,0
noel died,0
uneventful,0
Long walk,0
limes,1
Physical therapy,1
specialist visit,0
diy,0
less hungry,0
Car Travel,0
fingers & hand swelling,0
Eliptical,1
No sleep at all,0
raking,0
Read comics,1
sleepytime tea,1
wrapped some presents,0
extremely active,0
DS ,0
Han/Sam Pain,0
stillllllllllllll recovering from Christmas,0
Missed School,0
DST,0
congestion,0
timothy's special,0
Played outside,0
tramadol,1
not feeling it today,0
teevee,0
Almost passed out once,0
jaw pain,0
massage,1
bog,0
off-roading,0
storms,0
Back on track with GI,0
Mid spoons,0
Back Seizing,0
foosh all day,0
slept until 10;30,0
Watson died,0
so much pain,0
Post event,0
high work stress,0
Missed last night's meds,0
Moderate stress,0
gassy,0
Bath,0
soup,1
feel like shit,0
ate dairy ,1
cutting weight,1
grouchy,0
woke up frequently,0
confused,0
long shopping  trip ,0
flu jab,0
7 hours of sleep,1
Feel good,0
Verapamil,1
spicy meal,1
Lazy day,1
Parents house,0
Hand shaking,0
max,0
emdr,0
Feeling bleh,0
less than 8 hours sleep,0
Passionate,0
new hay for bun,0
Short of Breath,0
Much sex,1
Calhoun's for lunch,0
Trip,1
Slept,1
lunch outside,1
Overload,0
carrying bags,0
high carb,1
argued,0
kind of nauseous,0
Resting,1
smoothie,1
Rain,0
day after trampoline excursion,0
Nice weather,0
discouraged about return of diarrhea,0
PM housework,0
heavy head,0
Great energy today!,0
Weekend,0
Trained shoulders,0
My head,0
Listless,0
carried heavy things,0
Thick head,0
Rushed,0
lots of energy,0
cat outing,0
lots of sleep,0
Endo Appt,0
day 1,0
Lethargic,0
Disturbed sleep,0
nothing much happened today,0
socialized,0
CBD Honey,0
Excruciating,0
could not complete activity,0
forgot cymbalta,0
Very bad morning,0
Stressful DHMC appointments of yesterday,0
cough,0
Walking,0
headphones,0
feel hot,0
ibs issues,0
snacks all day,0
no one in lab,0
but*,0
Stayed home,0
Mom's Day ,0
donated blood,0
ketones,0
increased doses,0
Mommy Eli Morning,0
forgot about things,0
Bad diet,1
high salt,1
8.75 hours sleep,1
osteopath,0
not much of a headache,0
WENT TO SAHARA BEHAVIORAL,0
panic attack filing taxes,0
sore hands,0
Ripley ill,0
job rejection,0
coconut,1
marijuana,1
cheese quesadilla,1
20c,0
big sleep,0
Puppy,1
DS,0
twisted  ankle again in the dark,0
Bad head space,0
count not do anything today but sleep,0
rehearsals,0
Lots of book work,0
performance,0
gene blood draw,0
slept long,1
pain,0
normal,0
Healthy,0
solo shift,0
rehearsal,0
fidgetty,0
Dreamt that lexi was in heat and then woke up and went to the toilet and i had spotting for the first time in years,0
left foot partly numb,0
missed a 10 am appt and I could not regroup for the rest of the day,0
rain tomorrow,0
Dinner with Janet,0
No nap,0
office work,0
started day pretty good,0
LoveNaps,0
proprioception notes,0
playing cards,0
Medicated sleep,0
Diary,1
resolution in dreams,0
Iceburg Lettuce,1
Found lump,0
need for solitude,0
day after moving,0
Dinner with grandma,0
goat cheese,1
got stuck,0
money problems,0
tried to exercise at home,0
Called in sick,0
Just started Awakening Level 3,0
Barometer Steady,0
light sleep,0
M.E.,0
Anger,0
less sleep than usual,0
starting down swing ,0
Bride2Be,0
Screwed,0
jojos,0
wrists hurt,0
Day two,0
camping,0
starting to crash properly now,0
ff tactics,0
blood moon,0
Lunch with grandma and grandad,0
reading,0
sinus infection,0
hands made riding cripple cart difficult,0
loud day,0
Legs hurt when still,0
medical tests,0
went out for 7 hours,0
disappointment,0
ate at a restaurant,1
woke afternoon,0
little breakfast,1
Went to the park,1
stretched,1
with a bit of nervy nausea thrown in,0
stayed home with kj -  Sunday,0
extra note,0
pepperberry dress arrived,0
had a smidge of the chest pain again,0
on home-rest,0
though i also think i've triggered a long-term adrenaline run,0
Nasal Congestion,0
Earthing mat,0
shopping,1
very tired,0
skipped going out,0
Calm day,0
Better energy,0
napped several times,0
comic con,0
went out (pm),0
forgot non pearl meds,0
Did lots of stuff,0
minestrone,1
hot bath w epsom salt,0
started steroids,0
Went on 2 long walks,0
Lots of activity,0
synagogue,0
doctor,0
springishere,0
heartbreak,0
odd day,0
can't stay awake,0
struggling,0
Frustrated by poor quality of DHMC Neuro #2's notes,0
Didn't sleep well,0
WFH morning,0
ages before taken to loo,0
Houseguest,0
chicken wild rice,1
At a wedding,0
jesse's birthday,0
power outage,0
Was a chauffeur,0
back hurts slightly less,0
watched tv - hugo and star trek tng,0
too much sleep,0
raked leaves,1
home visit,0
also expecting the blood moon in the next day or two,0
Upper GI Test,0
hbpm and bp really low,0
early-ish night last night,0
Had a few drinks at night,0
disappointed,0
overate,0
More people,0
London,0
social - several calls,0
Uncomfortable,0
low productivity,0
Tough workout,0
saw doctor,0
endless legend,0
piercings stretched,0
migraine "weather induced:?,0
5 days since enbrel,0
gross,0
My parents love me; operation dog gone on hold,0
Hang outs,0
poor sleep,0
day after osteo,0
almost too much energy,0
don't want to jump to hasty conclusions,0
Euphoric after MM treatment,0
uncooperative and frustrating,0
crafting,1
gender aggression,0
Scared,0
flaxseed and fybogel,1
rested,0
Talking with my parents gives me anxiety,0
tv marathon,0
blessed,0
wanted to self injure,0
rude people can really ruin my day,0
there needs to be a ++extremely active thing for fatigue,0
Admitted to hospital,0
distracted,0
deadlines,0
dislocated rib pain,0
neded ac for sleep,0
self manicure,0
lots of energy used up,0
unsettled,0
Tried marijuana for the first time,0
Walked,0
no father,0
first day of Zoladex,0
l-theanine,1
spice,1
christmas eve,0
no more alpha wave intrusion,0
Skipped dinner,0
one coffee,1
gumbo,0
chilly day,0
anaphylaxis,0
neuropsych appointment,0
emotional abuse,0
foggy day,0
Glucerna shake,0
Poor eating habits,0
but we'll see,0
sneezy,0
yeast infection,0
ustable emotions,0
end of period,0
Tachy,0
big blood test,0
Um 3.00 Uhr ins Bett,0
helped fruit fly,0
late work day,0
Lots of work,0
good nap,0
Nice day,0
alright,0
dry eyes,0
allergy,0
active day,0
chest pain seems to be gone now,0
Rocky horror - Frank,0
Knackered,0
IV fluids,0
fuck yeah avocado,1
a bit of stress,0
climbed stairs,1
Guilt tripped,0
no show ride for appt,0
bad throat,0
Forgot topiramate yesterday,0
sitting,1
couldn't focus,0
walked Byron,0
work worries,0
stood at party,0
Posters,0
Good Work day,0
ramen,1
grilled cheese,1
washing,0
cut fabric,0
There was a sale the market,0
up til dawn,0
brownie breakfast,0
Work day,0
knitted,0
Browsed library,0
Thermoformer arrived,0
Day one of period,0
chicken salad,1
chest hurt,0
neck exercises,1
caffeine,1
Pre-storm,0
swim class,1
BLT,1
sinua infection,0
new glasses suck,0
afternoon tea,1
no cripple cart,0
stretching,1
drank wine,1
remedial massage,1
no time to rest,0
dried fruit & pumpkin seeds,1
buses,1
potato curries,1
took nap,1
salty snacks,1
Didn't shower,1
decent sleep,1
Extreme anxiety,0
had sex,1
Low-grade fever,0
dental work,0
less pain,0
Dog training,1
Colonoscopy recovery,1
woke very early,1
Corn,1
hanging out,0
Sedentary day,0
not feeling super social,0
Heathen ritual,1
too much food,1
And so now i'm dead,0
sore back,0
FLARE,0
Vet appointment,0
town,0
dazed,0
hard time falling asleep,0
some activity,0
walked to downtown,0
Too active,0
right ankle pain,0
sore wrists,0
drained,0
long ride,0
itchy eyes,0
Off work ,0
half margarita,1
MRI recovered,0
art class,0
finger pain,0
sleeping at other end of bed,0
a bit better,0
macroplate,0
Watched videos,0
Okay day overall,0
almost vomiting,0
bad adam day,0
medical cannabis,1
today was less intense than yesterday and the day before,0
Kid at birthday party,0
NOT pleased with lengthy time investment in communicating with doctors online,0
and i've had a few headaches today,0
floor polish fumes,0
long phone calls,0
sodium,1
getting over a cold,0
stomach cramps,0
socialized (skype - work),0
late,0
Salad than bloat,0
hurting,0
good,0
low tv ,0
family party,0
headaches after eating,0
Sheringham,0
and i seem to be able to stay up longer,0
Had a light lunch,0
read book,1
active morning,1
accomplished work social stuff,0
Argued with my brother,0
Couldn't walk,0
mentally alert,0
Visited Family,0
Fuck this day,0
olive tapenade,1
very light activity,0
energy,0
Socialising,1
Crying,0
not as bad as last month though i don't think,0
low-key day,0
Back pain,0
Some energy,0
rocks rocks,0
Good wake up,0
Legs hurt in morning,0
went out to eat,0
nerve pain,0
brain weird stuff,0
Quick switch,0
knuckle swelling,0
forgot errand,0
mmj,0
Uni,0
feel lazy,0
no cheese,1
brain stutter,0
in every form,0
too much sugar,1
retaining water,0
day after gardening,0
pigtail day,0
pretty active,0
legs hurt at work,0
headshots!,0
did cage,0
Okay,0
body feeling good,0
family ,0
chips and dip,0
British Oak vegan fest,0
washed dogs,0
chia seed pudding with coconut milk ,0
Felt rested in the morning,0
extras shopping,0
forgot paracetamol,0
fatique,0
dentist,0
doctors,0
Pleased that GI remains at baseline symptoms (CellCept working)!,0
self care,0
Overstretched,0
Long hours,0
Fighting with friends,0
mild pain,0
took a shower,0
smoked last night,0
sweet potato,1
Fingers dislocating,0
Very bad weakness,0
alone time,0
tapering off gabapentin this week,0
woke easily,0
Parlour,0
junk food,0
Frustrated by lack of response by Boston Rheum,0
Daily chores,0
Started day tired,0
acid,0
toes dislocating,0
Saw John,0
dancing,0
10 hours interrupted sleep,1
duty day,0
sleep wave PM,0
uac meetings,0
anxiety because of pain,0
Passing out,0
bit of a better day,0
eggs,1
and now my sleep's even more out of whack,0
Rainstorms,0
RP!,0
Got up early,0
online admin tasks,0
99.6 fever,0
good sleep,0
flare?,0
cinnamon,1
one cocktail,0
scattered,0
green tea,1
crocheted,1
2 hrs work,0
migraine: drowsy couldn't focus eyes while driving,0
Recouping,0
fine,0
lettuce mix,1
Ativan,1
high activity,0
Peace Church,0
cream of asparagus soup,1
missed dinner,0
ate tomatoes,1
short workout,0
alone in the AD,0
i'm ok,0
Stumbling,0
Day Off,0
drive to balt,0
found out about getting job :),0
restart,0
ImABridesmaid,0
called job centre,0
medical appointment,0
sore feet,0
Weird day,0
tight muscles,0
melancholy,0
My best friend confessed to me,0
overeat,0
hot car long drive,0
Made dinner,0
gluten ,1
Crummy eating habits,0
Garage sale,0
TCB,0
daytime sleep,0
housing appt,0
got picture taken,0
listen to music ,1
Lots of standing,0
restaurant,1
skipped choir,0
lol she didn't brush my teeth tho,0
Really bad day,0
twisted my "broken" ankle in middle of the night,0
MM helped with panic attack,0
Fainting spell,0
danced,1
It was raining,0
ok day after a 4 hour nap,0
Face going numb,0
8.5 hours sleep,1
I feel like the meat tenderizer from the inside out,0
volunteered,0
forgot to enter,0
normal sick,0
weaving,0
new job tomorrow,0
Cleaning ,0
had an argument with Josh,0
Breathing well,0
long nap-overwherlmed,0
I don't want to do anything,0
izombie,0
apple and blackberry crumble,0
colonoscopy,0
visited Derek,0
with family,0
grains,1
Long drive today,0
Traveled to iah,0
friend over,0
Still hopeful about everything but shoulder,0
fun,0
woke early,0
Able to work at the computer,0
constipated,0
went through old books with mom,0
eczema,0
4am bedtime,0
low self esteem,0
aches,0
ate late last night,0
migraine,0
Food shop,0
achey,0
hard to sleep,0
cosmetic mole removal,0
Emotionally wrung out,0
back still hurting,0
ached,0
crash and burn,0
12 hrs sleep,1
Snuggling with kai,0
Corn on the cob,1
missed vitamins,0
stomach pain,0
spicy food yesterday,0
slept 12 hrs & not rested,0
Spoke to parents ,0
hyperventilation,0
OK sleep,0
very sleepy,0
solo date,0
sad muscles,0
isolated,0
elbow sore,0
less then 100 carbs,0
Combo happy-frustrated-worried,0
Bored,0
Ran out of Zonisamide,0
bit of adrenaline from that,0
bus journey,0
Ibs flare,0
High bp,0
day got a bit better but had lots of bad,0
Post flare,0
cuddled kitten,1
Pointy headache,0
carrot sticks,1
blowjob,1
not ready for day ahead,0
went to library,0
Rejuvenated,0
In the sun,0
ate popcorn,1
day after activity,0
foot spasms both sides,0
ptsd,0
intense joint pain in hands,0
Bad stomach,0
Crabby,0
gardening,1
woke up with a piercing migraine,0
too many appointments,0
PM extreme fatigue,0
took the day off,0
rheumatology,0
sleep marathon,0
Hot hot hotter,0
stress 2,0
stress 3,0
larp,0
Heavy flow,0
slept less,0
body felt heavy,0
Eye soreness,0
Not enough sleep,0
Happyish,0
minimum day school,0
7 hour choir rehearsal,0
bit of a headache after tho,0
bad doc appt,0
group meeting,0
oatmeal,1
beans,1
Friends over,0
poor diet,0
Walked to the shopping center,0
In bed all day,0
shoulder was a bit sore again this morning,0
also Kate and Hamish came over,0
home ward,0
Apartment viewings,0
SoTired,0
Socialised,0
Went,0
Trigger food,0
Painted,0
Too much candy,0
Physically Spent,0
Cytomel late,0
bored,0
Acne is really bad,0
soy products,1
Big lunch,0
exhausted as predicted,0
Bad sleep,0
couldn't sleep because of pain,0
over doing,0
much better today!,0
rejection,0
recovering from flight ,0
period 1 wk early,0
helped with mattress,0
puppy training,1
work good,0
Dad ill,0
Councillor,0
attended theater,0
osteopath visit,0
visited dispensary,0
IKEA,0
Walked In Heat,0
brushed my teeth,0
May,0
too much,0
separation from loved ones,0
Mal,0
Naltrexone still seems to be going well,0
ill day,0
Irritable,0
Low energy,0
fructose,1
Trained back,0
cooked,1
bloodwork,0
Extreme fatigue,0
shooting hand pains,0
Just Back From Business Trip,0
Saw apartment,0
worn out,0
2nd day with a Migraine,0
lots of sore spots,0
groceries,1
walked around town,1
Worked in evening,1
Sedentary,1
also my right jaw joint is really ouchy,0
night migraine,0
Theo not with me,0
able to do a lot!,0
Used my laptop,0
Mental health foom,0
felt blamed,0
emotional eating,0
Food shopping,0
hungover feeling,0
High Pain,0
strenuous activity,0
very little hope,0
and i got all psyched up thinking about the sibling situation,0
stomach ache,0
Hiking,1
shallow breathing,0
3 brazil-nuts,1
Dance class,0
warm day,0
negative self-talk,0
Energetic,0
knees hurt,0
speech quiet,0
day after lots of standing,0
bleeding,0
I DIED,0
Long,0
lack of sleep,0
Custody issues,0
depression,0
Mood swings,0
Cranky,0
inn all day,0
angry about things moving,0
exercise,1
kate and claire came over for The Conversation,0
super stressed about moving,0
black tea,0
packing,0
Very cold,0
IMAX,0
Reduced Medication,0
Extra difficulty bending,0
slept 11 hours,1
Chinese,0
Gentle,0
weekday,0
ran errands,0
Volunteered,0
Elder Carr,0
Felt less depressed,0
Slept over jolies last night,0
Sore Lip,0
very busy,0
Planned a thing,0
schedule change,0
need to lie down,0
nauseated,0
sorry a 20 hr sleep haha,0
tender breasts,0
OKC ,0
gardened all day,0
forgot morning meds,0
New piercing,0
6.5 hours of sleep,1
2K steps,1
bunny cuddles,1
Mom's Day,0
mental concentration required,0
almond coconut bar,1
Worried about uni,0
signifcant fatigue,0
med change,0
made decisions re bathroom,0
chocolate chips,1
Pilates,1
I'm such a fuck-up,0
tired afternoon,0
drank alcohol,1
couldn't sleep because i had to catch the bunny,0
fluish feeling,0
stomach acid,0
body fatigue,0
pushed physically,0
meditated,0
Bleed,0
facial spasms,0
philosophy,0
sudden nausea after lunch,0
physio,0
Frum people,0
Lymphatic massage,1
Constipation,0
Went out on adventures,1
rude internet,0
orthostatic intolerance,0
Lawn mowing guy,0
Weather,0
bins,0
painful indigestion,0
thanksgiving dinner,1
sabotaged myself,0
Dehydrated,1
Baked cake,1
frustrating day,0
played video games,1
horny,0
pj day,0
cool night,0
Kiera's birthday,0
tried to rest,0
Nate Visited,0
argument with dad,0
Release week,0
pretty awful day,0
still tired,0
quite congested,0
butternut squash risotto,1
birds destroyed kitchen,0
fixed dog cable,0
Low heart rate,0
sleep wave,0
12K Steps,1
forgot meds,0
Rocky - tech,0
dont want to move much,0
Not much sleep,0
burdened,0
stress from helping Kaityn with apartment search,0
browsed with touchpad,0
kids,0
Spoke to James h,0
not feeling very with it,0
windsurfing,1
spending money,0
Medium walk,0
now 14 hrs later i'm going back to sleep,0
very fragmented sleep,0
strength exercises,1
unsettled tummy,0
had a ~4hr nap bc i was feeling rubbish,0
woke up with migraine,0
was pretty dead for a bit after that,0
slept badly,0
Couch day / mostly rested,0
Ottawa day,0
Muggle sick,0
hard to focus on anything,0
exposed to cigarette smoke,0
cardinals game,0
knees sore,0
Back very out of place,0
Had surgery,0
missed some vitamins,0
low money,0
sad lamp,0
Hot outside,0
tooth pain,0
Moving caused panic attack. Very sudden.,0
cabin,0
hummus sandwich and salad,1
Low spoons,0
No diet,0
Recovery ,0
mostly ok,0
the cold pillow's working nicely tho,0
daith piercings,0
tony came over and it was nice :),0
scrapbooking,0
pest control day,0
slept 18 hours,1
Very restless ,0
very little sleep,1
doc appointment,0
10.5 hours sleep,1
achey all over,0
games with friends,0
social anxiety,0
did press studs,0
benchpress,1
grumpy with the cat,0
No driving,0
Sleep disruption,0
2am bedtime,0
Changing,0
higher energy,0
Personal Record,0
Very anxious with storm,0
trouble getting calories,0
Kayaking,1
exhaustion - in bed,0
No driving.,0
No crying,0
remembered appointments,0
lab day,0
comcast >:(,0
enthusiastic,0
office day,0
netflix and sulk,0
waaaaaaaaay overdid it,0
late day vitamins,0
Infusion ,0
baby chicks died,0
weather--hot and humid,0
Weak everywhere,0
CBD oil,0
excerise,1
mild nausea late afternoon,0
remodelling work,0
replied to griffith,0
kill me,0
starch,0
went to movies,0
high pain day,0
Boss out,0
ate corn today,0
Couldn't sleep last night,0
Cough,0
pagan stuff,0
Mysig died,0
out all day,0
Cleaned,0
had 2 drinks last night- feel horrible today,0
Car Shop,0
Talked to mom,0
Numb leg,0
