Albuterol,Cycling,cheese,Caffeine,Osteopathy,Cannabis,Ambien CR,Miralax low dose at night,Amitriptyline,farm work,tumeric extract,slept 7 hours,busy,Prednisone,excedrin migraine,ponstan,hearing aid,bread,DEHA,Vitamin b complex,overeating,Methylcobalamine,therapy session,siracha,psychologist,Magnesium,pain relief,Boswelia Complex,THC,Dandelion tea,Turmeric,Allegra,Flexeril,Goth clubbing,Physical therapy,Fish oil,Rest,Lidocaine Patch,Cane to get down stairs,laxatives,Post-op ice device,Standing desk,Home physio exercises,Bicarb on scalp,Prilosec,breathing exercises,Aromatherapy,0.9% Sodium Chloride Solution 1L,Vicodin,Charcoal,Claritin,Strattera,Low oxalate,Citalopram,Zofran,Zyrtec,Hydroxyzine,Synthroid,meds,Quell,Low-FODMAP diet,Veggies,Inderal,Buffered Salmon Oil - DHA - EPA,Recov Bipeptides,Vitamin C,Vitamin B,Probiotics,linseed,Anakinra,Tavegyl,Daytime nap,eye drops,slept 11 hours,Maxalt,Klonopin,Cetirizine,CBD,mass transit,Thyroid-Pro,Zomig,Vitamin b12,bed late,Vitamin d,Methotrexate,strength exercises,Cardio,massage,swimming,Diazepam,Yoga,Contraceptive pill,physical therapy,8.5 hours sleep,Albuterol Inhaler,Omeprazole,Acupuncture,Metformin,9 hours sleep,Physio,Topiramate,Snooze,dairy,CoQ10,Paracatamol with codeine,Trigger Points,bacon,gym,Headspace,Calcium citrate,eye compress,Tranexamic acid,rebounding,Quell Unit,Noritriptyline,Snacks,stool softener,Allergy Shots,Zinc,Ibuprofen,Nortriptyline,Melatonin,Pain management,LUSH acne spot-treatment,Imodium,10.5 hours sleep,Alcohol,small breakfast,Inolaxol,cuddled kitten,Sunlight,Pantoprazole,aqua therapy,birth control,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,Rowing machine,use exercise bike,Tylenol 3,eye ointment,gluten free,Colpermin,8 hours sleep,did some homework,Athlete Vitamin,Famotidine,Iberogast,Benadryl,Protecting back,Ranitidine,strapping of shoulder,Cefaly Unit,Seasonique,Astelin,Progesterone,Ice pack,Migraine herb feverfew tablets,heating pads,Norco,Tramadol,popcorn,pool,dexamphetamine,Singulair,Sleep,long walk,Paracetamol,Multi-vitamin,row
,,,,0.0,,,,-2.22044604925e-16,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,-2.22044604925e-16,,,,,,,,,,0.0,,,,,,,,,,,,,,,-2.22044604925e-16,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,-2.22044604925e-16,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Metformin
,,,,,,0.0,,,,0.0,2.0,,,,,,,,1.99898118964,,,2.0,2.0,,,,,2.0,,,0.608771999537,,0.0,,1.98035333186,0.0,,,,2.0,,,,,,,,,,1.99898118964,0.608771999537,,,0.0,,0.0,2.0,0.0,,,,,,,1.99898118964,,,,,,2.0,0.0,2.0,,1.99231731536,,0.0,2.0,,,1.98035333186,0.0,1.99898118964,,,,,,,,,0.0,2.0,,,2.0,,,,,,,2.0,,,2.0,,,,0.0,,,,,,0.0,2.0,1.99898118964,,,1.99898118964,,,,2.0,0.0,0.0,,0.0,0.0,,,2.0,1.99898118964,1.99898118964,1.99898118964,,,,,0.0,,,1.07327576552,2.0,,1.99898118964,,,,,2.0,,,1.99898118964,,0.0,,0.0,0.0,,2.0,0.0,,1.99898118964,,,,,9 hours sleep
,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,0.0,,,,2.0,,,0.0,,,2.0,,,,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,Physio
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Topiramate
,,,0.0,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snooze
,,2.0,,,,,,,0.0,,,0.0,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91914503002,,,dairy
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,CoQ10
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Paracatamol with codeine
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trigger Points
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,bacon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,gym
,2.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,0.0,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,Headspace
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,Calcium citrate
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,eye compress
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Tranexamic acid
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,rebounding
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quell Unit
,2.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,0.0,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,Noritriptyline
,,,0.0,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snacks
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,stool softener
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,Allergy Shots
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Zinc
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3.33066907388e-16,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,Ibuprofen
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Nortriptyline
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Melatonin
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Pain management
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUSH acne spot-treatment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imodium
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,10.5 hours sleep
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,Alcohol
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,small breakfast
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Inolaxol
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,cuddled kitten
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,Sunlight
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Pantoprazole
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,aqua therapy
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,birth control
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Magnesium glycinate
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,5-htp
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Nasonex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,Fexofenadine
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Rowing machine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use exercise bike
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tylenol 3
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,eye ointment
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gluten free
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Colpermin
