Women's probiotic,cheese,tramadol,floravit iron,spicy food,Soluble Aspirin,pur-absorb iron,busy,Prednisone,MDMA,sugar,Buspirone,dairy,DLPA,humira shot day,Kirkland Fish Oil,coffee,ate gluten,Stretching,good nights sleep,vegan,goat cheese,Physiotherapy,Magnesium,Panamax,THC,Turmeric,Slept most of the day,rice drink breakfast,ate popcorn,Standing desk,gluten free prezels,powerlifting,Valdoxan,fast food,Yin Chiao,Pataday,grocery shopping,Zofran,physiotherapy,Turmeric tea,ate breakfast,Nutrasea Fish Oil,eat two Luna bars,Superlong nap,Vitamin C,Vitamin B,Vitamin B complex - 50,linseed,Cleaning ,slept in,Pain management,raspberries,Nortriptyline,Vitamin a,Tian Ma Tou Tong - headache,ate unhealthy,danced,hiking,Bu Zhong Yi Qi capsules,Vyvanse,played computer,had sex,Eyebright Complex,8 hours of sleep,Magnesium gel,cobb salad,Creatine,Clonazepam,vacation,worked in garden,slept late,banana,Valium,shopping,gluten,Zoladex,Breakfast out,Multivitamin,Mirtazapine,Gardening,computer game,salad,Ibuprofen,cutting weight,Spinal epidural,Migraine Diet,small breakfast,Imodium,QUBECO SSI,Lithium,Ventolin,yoga,Wei Zhang Shun Qi Wan,10 hours interrupted sleep,Ecural,Daily walk,Ginkgo,party,nsaid,Hiked,Nasonex,eggs,Vitamin d,Codeine,Mixed nuts snack,Gan Mao Qing anti-viral,Progesterone,Spironolactone,Voltaren,Iron,Ondansetron,one coffee,Ferrous sulfate,walked,Wei Te Ling - heartburn,no gluten,mango,Sleep,Gui Pi Pills,egg,row
0.0,,2.0,1.3392733432,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.000695696369354,2.0,,2.0,,,,0.0,,2.0,2.0,,2.0,0.049289484339,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,,2.0,1.95677378508,,2.0,0.634061017344,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,1.4190357069,0.0,,0.0,0.761454850746,,2.0,,0.00121092219898,2.0,,2.0,,,,0.0,2.0,2.0,0.0,,0.0,2.0,,,,,2.0,,,2.0,,2.0,0.427961035371,2.0,2.0,2.0,1.55818373093,,0.0,,2.0,,,,2.0,,Vitamin d
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Codeine
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,Mixed nuts snack
,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,,,,,2.0,,,0.0,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,Gan Mao Qing anti-viral
2.0,,0.0,1.96565460991,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,0.397768746541,0.0,,2.0,,,,2.0,,0.0,0.0,,2.0,0.201820844882,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,2.0,,0.0,1.78586093073,,0.0,1.55400323622,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.494963946419,2.0,,2.0,1.66009054339,,0.0,,0.469006687751,0.0,,0.0,,,,2.0,0.0,0.0,0.0,,2.0,2.0,,,,,0.0,,0.427961035371,0.0,,2.0,,0.0,0.0,0.0,0.638746709649,,2.0,,0.0,,,,0.0,,Progesterone
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Spironolactone
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,,0.0,0.0,,2.0,,0.0,,,,0.0,,Voltaren
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,,0.0,,2.0,,0.0,,,,0.0,,Iron
2.0,,0.0,1.59112817882,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,1.52685118714,0.0,,2.0,,,,2.0,,0.0,0.0,,2.0,1.27339250074,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,2.0,,0.0,0.707253761125,,0.0,1.97642840677,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0127428037916,2.0,,2.0,1.93891662419,,0.0,,1.5983277,0.0,,0.0,,,,2.0,0.0,0.0,0.0,,2.0,2.0,,,,,0.0,,1.55818373093,0.0,,2.0,0.638746709649,0.0,0.0,0.0,,,2.0,,0.0,,,,0.0,,Ondansetron
,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,one coffee
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,2.0,,Ferrous sulfate
,0.0,,,,,,0.0,,,2.0,,0.0,,,,0.0,0.0,,,,2.0,,,,,,2.0,,,,2.0,,,0.0,,,0.0,,,,1.11022302463e-16,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,2.0,0.0,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,walked
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,0.0,,Wei Te Ling - heartburn
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,no gluten
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,mango
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleep
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,,,Gui Pi Pills
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,egg
