Viibryd,Caffeine,floor tiles mounted,woke up without alarm,loose joints- wrists & shoulders,good mood,easy day,insufficient data,took a selfie,haven't properly crashed yet,Changing,Chronic bronchitis,not in a rush,sexual activity,Blood Draw,Charlotte,stomach ache,early bed,warm day,ate a bite of something with garlic,bicycle,tired,tea,foccacia,Period,shiatsu,Headache,stressful,espresso,caffeine,inn all day,exercise,cut right index finger,packing,travel day,Meditation,Rainy Day,Narvik,slept in,sleep attack,studied,swam,new environment,stressed,hiking,took nap,no nap,had sex,guests,Levothyroxine,Back Seizing,standing,swollen feet,Relaxed,headache AM,tender breasts,New piercing,sore,warm,Mom's Day,Wheelchair outing,Fresh air,relaxed day,Family,doctor appointment,work,Alcohol previous night,"very, very tired",long sleep,new tech,hard time falling asleep,easily sidetracked,lunch with a friend,registrar's letter,At Mom and Dad's,worse,slept alone,productive,ate little,gluten free,hot,saw friends,toes hurt,meditated,moving furniture,fever,ate eggs,Ventolin,more energy in the evning,date,Metoprolol,Visiting family ,Irritable,orthostatic intolerance,black day,ducklings,cold,Car trip,injection site reaction,saw samantha,"crazy, awful cramps",coffee,sleep wave AM,workout,Fixed car with dad,decorated a cake,Sad,12K Steps,Went to work,constipation,low carb meals,allergic reaction,Topamax,got a new ergonomic chair for work,hairdresser,Physical activity,not enough sleep,Ropinirole,grapes,ate garlic,ate well,Painted,sore from workout,little sleep,"hungover, ",endocrinologist appointment,sore ,drove,Exercise,rutine,"chilly, rainy day",tough half marathon,and now i'm kinda dying,language learning ,with friends,banana,cabin,burlesque,wee to QE,doctors,little activity,Psychotherapy,started on Cerazette,late night,so-so,Zinc,Ran Errands,doc appointment,sore joints,hot flashes,marijuana,sad,brushed dogs,junk food,Frustrated by lack of response by Boston Rheum,Went out,gaymers,advil,sleep wave PM,L-theanine,drinks,played games,"steak 5mins, rest, scissors",ate breakfast,Dreamt that lexi was in heat and then woke up and went to the toilet and i had spotting for the first time in years,Too much candy,archery,Work,good sleep,no gluten,Fishing,hanging with friends,bunged up,walking,Eye Exam,Stayed at home,skipped strattera,busy,CBD oil,rash,large pastry,NOT VERY STABLE TODAY MENTALLY OR PHYSICALLY,Allegra,bad sleep,Day of Rest,ate an afternoon snack,Talked to mom,Cramps,gluten free diet,Headache AM,sex,Acetyl-l-carnitine,camping,Girls night out,gluten ,Extremely tired,Dexedrine,frustrated,11 hours of sleep,indecisive,pam's house,sleep drunkeness,Missed meals,acidy day,Gabapentin,mom stressed,physical therapy,Travel,period,Cabin,hair wash,too much to do,vacation,muggy weather,shopping,in the sun,Bloated,sunshine,argument,worked,Ate poorly,light sensitivity,napped,Vacation,first day of period,home day,V stayed the night,aches,paddled,socialized,High temperarure,party,went out,Visited Family,99.5 fever,menstruating,Daytime nap,cleaning,no breakfast,Vitamin d+calcium,1 slice of cheese ,Did not work,dexamphetamine,barometric pressure change,pacing,Heating Pad,sleepy,optics appointment,Have a cold,chill day,late night last night,good day,trouble thinking,low physical activity,Up late,sleep wave,dark stools,Applying for job,saw doctor,couch potato,Beer,Caregivers Group,stress 2,stress 3,Coffee,larp,poor sleep,walk-20 minutes ,treadmill,stomach cramping,worked out,tough run,cbd oil,slept awful,Dr J study,ate too late,uncooperative and frustrating,took a nap,Bad brain day,"chilly, sunny day",bad pain day,ME ,demotivated,down,mangos,busy day,long school event @ night,1 slice of cheese,Armodafinil,fight,gig,"rainy, chilly day",made dinner!!!,no work,happy,gluten,relaxed,very hot weather,heat,l-theanine,Emotional,over doing,spice,chiropractor,felt rested,POTS,bed 3am,Cabergoline,10min walk,woke up early,body aches,ate a slice of cheese,Boat,FRUSTRATED    i CANT GET THINGS DONE,exhausted,very tired,small breakfast,headache PM,sosial event,cream,Lødingen,Fluoxetine,foggy day,diarrhea,nap,sick,hung up 20 items of clothes on washing line,feet tingly,ran errands,ill day,walked dogs,pineapple,wake 10am,ativan,Unmotivated,finals,alcohol,bath with epsom salt,walked,exhausting,weights,great pain all over,gynecologist,stayed up late
,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,2.0,,,,,0.0,,,0.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,,,2.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,2.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0
2.0,2.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,2.0,,0.0,,,,2.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,0.0,,,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,
,,,,,2.0,,,2.0,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0
,,,,,,,,,0.0,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,2.0,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,2.0,,,,,,0.0,,,,,,,0.0,,,,,,2.0,
,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0
2.0,2.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,2.0,,,,,0.0,,,0.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,2.0,,,2.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,2.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0
,,,0.0,0.0,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,
2.0,2.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,2.0,,0.0,,,,2.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,0.0,,,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,
2.0,2.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,2.0,,0.0,,,,2.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,0.0,,,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,
,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,2.0,0.0,,,,,0.0,,,,,,,,0.0,,,,,,,2.0,,,,,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,2.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,0.0,,,2.0,,0.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,
