Ex bike,Women's probiotic,Zantac,tramadol,floravit iron,Naproxen,Ambien CR,Miralax low dose at night,Soluble Aspirin,pur-absorb iron,Daily walk,Vitamin D3,Prednisone,MDMA,Buspirone,Plaquenil,DLPA,Gravol,spice,Kirkland Fish Oil,Probiotic,Stretching,good nights sleep,ate badly,vegan,Physiotherapy,Steps,Magnesium,Panamax,Swimming,Guarana & Ginseng,Rest,physiotherapy,played computer,Nutrasea Fish Oil,electric wheelchair,cocodamol,powerlifting,Vitamin d,Valdoxan,Ritalin,Lying flat,Aleve,Prilosec,almonds,Solifenacin,Charcoal,pilates,Pataday,Citalopram,Zofran,Hydroxyzine,milk,Turmeric tea,Carbomer eye drops,dairy,Low-FODMAP diet,exercise,Standing desk,Inderal,Superlong nap,Vitamin C,Vitamin B,Vitamin B complex - 50,Probiotics,linseed,Magnesium citrate,ate well,Pain management,raspberries,Nortriptyline,Ginger,Vitamin b12,Daytime nap,Cerelle,Methotrexate,Diazepam,Norco,Contraceptive pill,More stretching,Vitamin a,Bu Zhong Yi Qi capsules,Vyvanse,new environment,had sex,chewing gum,Omeprazole,Magnesium gel,cobb salad,Creatine,Clonazepam,Ribose,Physio,alverine,Feverfew,Bicarb on scalp,Valium,depo-provera shot,Oxynorm,gluten,SAM-E,gym,Zoladex,Calcium,Celebrex,Multivitamin,Mirtazapine,heavy lifting,relaxed day,computer game,went swimming,Ibuprofen,Tylenol,Meditation,Wear shoulder brace,cutting weight,Migraine Diet,Inolaxol,Cyclizine,Provigil,Imodium,Lithium,Iberogast,Nasonex,Eyebright Complex,Darifenacin,yoga,Fluoxetine,travel,Ecural,Monteluklast,gluten free,spicy meal,housework,dairy free,cream,Protecting back,Ranitidine,Ventolin,Tian Ma Tou Tong - headache,Codeine,Progesterone,Spironolactone,Voltaren,Migraine herb feverfew tablets,heating pads,Iron,Lexam,Adderall,Ondansetron,Cetraben cream,Iodine,Freezie wrap,Ferrous sulfate,cough syrup,Wei Te Ling - heartburn,Sleep,Gui Pi Pills,Passionflower,drawing,Multi-vitamin,row
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,Oxynorm
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,gluten
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,SAM-E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gym
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Zoladex
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Calcium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Celebrex
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Multivitamin
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Mirtazapine
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,heavy lifting
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,relaxed day
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,computer game
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,went swimming
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Ibuprofen
,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tylenol
2.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,Meditation
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,Wear shoulder brace
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,cutting weight
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Migraine Diet
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,2.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Inolaxol
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Cyclizine
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,Provigil
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,Imodium
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Lithium
,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Iberogast
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Nasonex
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Eyebright Complex
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Darifenacin
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,0.0,2.0,,,0.0,0.0,0.0,,,0.0,0.0,2.0,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,2.0,0.0,0.0,,2.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,0.0,,0.0,,,0.0,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,,,0.0,,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,yoga
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fluoxetine
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.035504436123,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,travel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecural
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Monteluklast
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,gluten free
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,spicy meal
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,housework
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,dairy free
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,cream
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,Protecting back
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Ranitidine
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Ventolin
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Tian Ma Tou Tong - headache
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Codeine
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Progesterone
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Spironolactone
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Voltaren
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Migraine herb feverfew tablets
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,heating pads
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,0.0,,,,2.0,,0.0,,2.0,,,,Iron
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lexam
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adderall
