Ex bike,Women's probiotic,Hemorrhoid Cream,Ecural,Multivitamin,floravit iron,Naproxen,Toprol,Amitriptyline,tumeric extract,Soluble Aspirin,pur-absorb iron,Panamax,Prednisone,Turmeric tea,Zantac,Lithium,Flonase,Buspirone,Feverfew,DLPA,methotraxate,Vitamin b complex,Dexedrine,Kirkland Fish Oil,Probiotic,therapy session,Womans balance,Physiotherapy,Steps,Magnesium,Boswelia Complex,Mangosteen,Swimming,Allegra,Goth clubbing,Guarana & Ginseng,Fish oil,Rest,Triamcinolone Cream,Nutrasea Fish Oil,Valdoxan,Ritalin,gluten free diet,Aleve,Folate,Solifenacin,Claritin,pilates,Strattera,Zofran,Synthroid,excedrin migraine,N-Acelcysteine,Carbomer eye drops,shoulder stretching,Humira,Standing desk,Greens First Powder,Antihistamine,Astelin,Vitamin C,Vitamin B,Vitamin B complex - 50,Probiotics,linseed,Meditation,Klonopin,Pain management,Voltaren,Nortriptyline,hydrocortisone suppository ,Ginger,Vitamin b12,EnzymixPro,Vitamin d,Prednesone,Tolterodine,Codeine-Panadol,Diazepam,Vitamin a,Bu Zhong Yi Qi capsules,Vyvanse,Eyebright Complex,Acetyl Carnitine,Acupuncture,Magnesium gel,Exercise,alcohol free,Creatine,Clonazepam,Pro Omega 2000 Fish Oil,Ribose,alverine,Plaquenil,CoQ10,Valium,SAM-E,Zoladex,Boswelia,Citrucel,Flutiform,Mirtazapine,Tummy Tamers,Singulair,Allergy Shots,Zinc,Ibuprofen,Melatonin,hip abduction,Migraine Diet,Cyclizine,Provigil,Ventolin,birth control,Magnesium glycinate,5-htp,Nasonex,Darifenacin,Chiropractic adjustment,use exercise bike,Ocella,B12 drops,Monteluklast,Daily walk,Athlete Vitamin,Famotidine,antihistamines,Neti Pot,Cerelle,Codeine,thyroid support complex,Progesterone,Spironolactone,Bovine colostrum,Iron,Tian Ma Tou Tong - headache,Adderall,Ondansetron,Cetraben cream,Pataday,Iodine,B Complex,Ferrous sulfate,cough syrup,Wei Te Ling - heartburn,Sleep,Klaire Ther-biotic,Gui Pi Pills,Passionflower
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,2.0,,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,2.0,,,0.0,,0.0,0.050018083433,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,2.0,,,,,0.0,0.0234137180575,0.0,0.0,,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,0.0,,0.0,0.0,0.0,,,,,0.0505390639444,0.0,0.0709650229983,,2.0,,0.962761201781,,0.680395454846,,2.0,,,,0.0,,,,0.0,,0.0217865879247,0.0,,,,,,,,,2.0,0.00629749912109,,,,,,,,,0.597254433743,,,,,,,0.0,,0.0,,0.0,0.00794567644567,0.0,0.0,0.0,,,0.0,0.0152410387238,,,,,,0.0,,,0.0,,0.00794567644567,0.0,0.00573017820935,0.0,0.0,,0.0,,,0.318131060799,0.874320251688,,,,,,0.000100734624303,,0.58446604284,0.0,,0.0,0.0,,,,,,,,0.0,,,0.00794567644567,,,,0.00794567644567,,,,,,,,0.0,,0.0,,,0.218325550448,,0.0,0.53091558604,,0.00794567644567,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,2.0,,,,,2.0,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,0.0975731513932,0.0,0.0317980598052,,2.0,,0.837334101345,,0.563723298068,,2.0,,,,0.0,,,,0.0,,0.0556775936039,0.0,,,,,,,,,2.0,0.0282902532893,,,,,,,,,0.485298891079,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0449471201405,,,,,,0.0,,,0.0,,0.0,0.0,0.000181260832038,0.0,0.0,,0.0,,,0.231521997446,0.750506178339,,,,,,0.00983131467095,,0.702201935172,0.0,,0.0,0.0,,,,,0.00794567644567,,,0.0,,,,,,,0.0,,,,,,,,0.0,,0.0,,,0.303002658114,,0.0,0.423533036799,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,2.0,,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,2.0,,,0.0,,0.0,0.00507575802526,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0234137180575,,0.0,2.0,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,0.0,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,0.0,0.0975731513932,0.0,0.0317980598052,,2.0,,0.837334101345,,0.563723298068,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0556775936039,0.0,,,0.0,2.0,,0.0,,,2.0,0.0282902532893,,,,,,0.0,,0.0,0.485298891079,0.0,,,,,,0.0,,0.0,0.0,0.0569860718752,0.0,0.0,0.0,0.0,,0.0,0.0,0.0449471201405,,,,0.0,,0.00893977693935,,,0.0,,0.0,0.0,0.000181260832038,0.0,0.0,0.0,0.0,,,0.231521997446,0.750506178339,,,,,0.0,0.00983131467095,,0.702201935172,0.0,,0.0,0.0,,0.0,0.0,0.0,0.00794567644567,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,,0.303002658114,,0.0,0.423533036799,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,,0.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
,2.0,,2.0,2.0,2.0,,,,,0.0620646201075,2.0,0.504556114162,,0.0,,1.59414545502,,1.34114822752,,0.0,,,,2.0,,,,2.0,,0.105877075841,0.0,,,,,,,,,0.0,0.153363671932,,,,,,,,,1.25605195252,,,,,,,2.0,,0.0,,2.0,0.303002658114,2.0,0.0,2.0,,,2.0,0.121764588523,,,,,,2.0,,,0.0,,0.303002658114,2.0,0.289476530496,2.0,0.0,,2.0,,,0.923211280152,1.52050072011,,,,,,0.209551915075,,0.107896262575,0.0,,0.0,2.0,,,,,0.218325550448,,,2.0,,,0.303002658114,,,,0.303002658114,,,,,,,,0.0,,0.0,,,,,2.0,1.18413965609,,0.303002658114,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,0.0,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,0.0,,,,,0.0,,,,,2.0,,0.0,0.0,,,0.246018551779,0.0,0.0,,0.0,,,0.0,2.0,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,2.0,,,,0.0,,,,0.0,0.0,,2.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,,2.0,0.0,,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
,0.0,,0.0,0.0,0.0,,,,,0.831831451381,0.0,0.237444585475,,2.0,,0.0999910846746,,0.0132456464989,,2.0,,,,0.0,,,,0.0,,0.724479584633,0.0,,,,,,,,,2.0,0.63282751675,,,,,,,,,0.00271751038275,,,,,,,0.0,,0.0,,0.0,0.423533036799,0.0,0.0,0.0,,,0.0,0.691667065329,,,,,,0.0,,,0.0,,0.423533036799,0.0,0.439194797517,0.0,0.0,,0.0,,,0.0341418816931,0.0648948963812,,,,,,0.54349798977,,1.6083760461,0.0,,0.0,0.0,,,,,0.53091558604,,,0.0,,,0.423533036799,,,,0.423533036799,,,,,,,,0.0,,0.0,,,1.18413965609,,0.0,,,0.423533036799,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,
,0.0,0.0,0.0,0.0,0.0,,,,,0.0975731513932,0.0,0.0317980598052,,2.0,,0.837334101345,0.0,0.563723298068,,2.0,,,,0.0,,,,0.0,,0.0556775936039,0.0,,,,,,2.0,,0.0,2.0,0.0282902532893,,,,,,,,,0.485298891079,,,,,,0.0,0.0,,0.0,,0.114880376525,0.0,0.0,0.0,0.0,,,0.0,0.0449471201405,,2.0,,,,0.0,,,0.0,,0.0,0.0,0.000181260832038,0.0,0.0,,0.0,,,0.231521997446,0.750506178339,,,,,,0.00983131467095,,0.702201935172,0.0,,0.0,0.0,,,,,0.00794567644567,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.0,0.0,,0.303002658114,,0.0,0.423533036799,,,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,2.0,,2.0,2.0,2.0,,,,,0.0,2.0,2.0,,0.0,,2.0,,2.0,,0.0,,,,2.0,,,,2.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,2.0,2.0,,2.0,,,2.0,0.0,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,2.0,,,,,,2.0,,0.0,,,,2.0,,,,,2.0,,,2.0,,,2.0,,,,2.0,,,,,,,,,,,,,0.0,,2.0,2.0,,2.0,,,2.0,,2.0,,,2.0,,2.0,,,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,,,0.0,,,0.0,
0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,,,,0.0,
2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,
